"Var1"	"Var2"	"Correlation"	"freeze"
"B cell germinal centre/plasmablasts"	"Goblet cell crypt MKI67+"	-0.0928059659343176	"Discovery"
"B cell memory (1)"	"Goblet cell crypt MKI67+"	-0.204708395870725	"Discovery"
"B cell memory (2)"	"Goblet cell crypt MKI67+"	-0.195531038005995	"Discovery"
"B cell naive"	"Goblet cell crypt MKI67+"	-0.186201926136226	"Discovery"
"B cell plasma IgA (1)"	"Goblet cell crypt MKI67+"	-0.102099079864184	"Discovery"
"B cell plasma IgA (2)"	"Goblet cell crypt MKI67+"	-0.0945963525343695	"Discovery"
"B cell plasma IgA (3)"	"Goblet cell crypt MKI67+"	-0.13235335176169	"Discovery"
"Dendritic cell"	"Goblet cell crypt MKI67+"	-0.0995057054716197	"Discovery"
"Endocrine cell"	"Goblet cell crypt MKI67+"	0.124858101745475	"Discovery"
"Endothelial cell"	"Goblet cell crypt MKI67+"	-0.0300599894949123	"Discovery"
"Enterocyte middle villus (1)"	"Goblet cell crypt MKI67+"	0.132895064636709	"Discovery"
"Enterocyte middle villus (2)"	"Goblet cell crypt MKI67+"	0.106562045057169	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Goblet cell crypt MKI67+"	0.239343377207161	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Goblet cell crypt MKI67+"	0.394570886750207	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Goblet cell crypt MKI67+"	0.450995664837893	"Discovery"
"Enterocyte top villus"	"Goblet cell crypt MKI67+"	0.0585541036834027	"Discovery"
"Enterocytes BEST4"	"Goblet cell crypt MKI67+"	0.215602996933752	"Discovery"
"Fibroblast/Myofibroblasts"	"Goblet cell crypt MKI67+"	-0.0947426155486383	"Discovery"
"Goblet cell crypt MKI67+"	"Goblet cell crypt MKI67+"	1	"Discovery"
"Goblet cell middle villus"	"Goblet cell crypt MKI67+"	0.617250242536326	"Discovery"
"Goblet cell top villus"	"Goblet cell crypt MKI67+"	0.376071472552422	"Discovery"
"ILC1/NKs"	"Goblet cell crypt MKI67+"	-0.121121662256448	"Discovery"
"ILC3"	"Goblet cell crypt MKI67+"	-0.117911324888337	"Discovery"
"Mac (1)"	"Goblet cell crypt MKI67+"	-0.0547503755974936	"Discovery"
"Mac (2)"	"Goblet cell crypt MKI67+"	-0.113136323951706	"Discovery"
"Mac intermediate (1)"	"Goblet cell crypt MKI67+"	-0.0667173876944823	"Discovery"
"Mac intermediate (2)"	"Goblet cell crypt MKI67+"	-0.104923485265666	"Discovery"
"Mast"	"Goblet cell crypt MKI67+"	-0.105610633426153	"Discovery"
"Monocytes"	"Goblet cell crypt MKI67+"	-0.106442623978992	"Discovery"
"Paneth cell"	"Goblet cell crypt MKI67+"	0.645428254501291	"Discovery"
"Pericytes"	"Goblet cell crypt MKI67+"	-0.0745907755696117	"Discovery"
"Smooth muscle cell"	"Goblet cell crypt MKI67+"	-0.0719189101983641	"Discovery"
"Stem cell LGR5+"	"Goblet cell crypt MKI67+"	0.418026598442784	"Discovery"
"Stem cell MKI67+ (1)"	"Goblet cell crypt MKI67+"	0.666604379223091	"Discovery"
"Stem cell MKI67+ (2)"	"Goblet cell crypt MKI67+"	0.587833593764598	"Discovery"
"T cell CD4 naive"	"Goblet cell crypt MKI67+"	-0.195727885824638	"Discovery"
"T cell CD4 proliferating"	"Goblet cell crypt MKI67+"	0.232286418688029	"Discovery"
"T cell CD4- CD8-"	"Goblet cell crypt MKI67+"	-0.0978442235155082	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Goblet cell crypt MKI67+"	-0.15445669859813	"Discovery"
"T cell CD4+ memory"	"Goblet cell crypt MKI67+"	-0.190453193122957	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Goblet cell crypt MKI67+"	-0.200189743053037	"Discovery"
"T cell CD4+ Treg"	"Goblet cell crypt MKI67+"	-0.148224255734373	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Goblet cell crypt MKI67+"	-0.121402407212593	"Discovery"
"T cell CD8+ GZMK+"	"Goblet cell crypt MKI67+"	-0.169166535707195	"Discovery"
"T cell CD8+ tissue-resident"	"Goblet cell crypt MKI67+"	-0.182008793853663	"Discovery"
"T cell gd"	"Goblet cell crypt MKI67+"	-0.127866178900952	"Discovery"
"Tuft cell"	"Goblet cell crypt MKI67+"	0.177503223992345	"Discovery"
"B cell"	"Goblet cell middle villus"	-0.0984295406487243	"Discovery"
"B cell activated"	"Goblet cell middle villus"	-0.168807143440148	"Discovery"
"B cell germinal centre/plasmablasts"	"Goblet cell middle villus"	-0.170022820214576	"Discovery"
"B cell memory (1)"	"Goblet cell middle villus"	-0.200374744902358	"Discovery"
"B cell memory (2)"	"Goblet cell middle villus"	-0.188407476251934	"Discovery"
"B cell naive"	"Goblet cell middle villus"	-0.186599722127218	"Discovery"
"B cell plasma IgA (1)"	"Goblet cell middle villus"	-0.0213053878819165	"Discovery"
"B cell plasma IgA (2)"	"Goblet cell middle villus"	-0.0702088688572572	"Discovery"
"B cell plasma IgA (3)"	"Goblet cell middle villus"	-0.10281642027288	"Discovery"
"Dendritic cell"	"Goblet cell middle villus"	-0.124713857852582	"Discovery"
"Endocrine cell"	"Goblet cell middle villus"	0.2072431275766	"Discovery"
"Endothelial cell"	"Goblet cell middle villus"	-0.0185832620836655	"Discovery"
"Enterocyte middle villus (1)"	"Goblet cell middle villus"	0.205634234916771	"Discovery"
"Enterocyte middle villus (2)"	"Goblet cell middle villus"	0.20076750636687	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Goblet cell middle villus"	0.294515260761119	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Goblet cell middle villus"	0.354256953431433	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Goblet cell middle villus"	0.405813856565774	"Discovery"
"Enterocyte top villus"	"Goblet cell middle villus"	0.161761661881983	"Discovery"
"Enterocytes BEST4"	"Goblet cell middle villus"	0.304285343149456	"Discovery"
"Fibroblast/Myofibroblasts"	"Goblet cell middle villus"	-0.0614025247958936	"Discovery"
"Goblet cell crypt MKI67+"	"Goblet cell middle villus"	0.617250242536326	"Discovery"
"Goblet cell middle villus"	"Goblet cell middle villus"	1	"Discovery"
"Goblet cell top villus"	"Goblet cell middle villus"	0.699947759321286	"Discovery"
"ILC1/NKs"	"Goblet cell middle villus"	-0.13957886767877	"Discovery"
"ILC3"	"Goblet cell middle villus"	-0.110787288388219	"Discovery"
"Mac (1)"	"Goblet cell middle villus"	-0.074469926883004	"Discovery"
"Mac (2)"	"Goblet cell middle villus"	-0.10706238917258	"Discovery"
"Mac intermediate (1)"	"Goblet cell middle villus"	-0.0806757463832093	"Discovery"
"Mac intermediate (2)"	"Goblet cell middle villus"	-0.089826965046694	"Discovery"
"Mast"	"Goblet cell middle villus"	-0.0839428612647219	"Discovery"
"Monocytes"	"Goblet cell middle villus"	-0.0854291547080257	"Discovery"
"Paneth cell"	"Goblet cell middle villus"	0.604566565517018	"Discovery"
"Pericytes"	"Goblet cell middle villus"	-0.062015397965	"Discovery"
"Smooth muscle cell"	"Goblet cell middle villus"	-0.0634574787309436	"Discovery"
"Stem cell LGR5+"	"Goblet cell middle villus"	0.338384756530984	"Discovery"
"Stem cell MKI67+ (1)"	"Goblet cell middle villus"	0.268942500579403	"Discovery"
"Stem cell MKI67+ (2)"	"Goblet cell middle villus"	0.277500505155131	"Discovery"
"T cell CD4 naive"	"Goblet cell middle villus"	-0.181404653323801	"Discovery"
"T cell CD4 proliferating"	"Goblet cell middle villus"	-0.145812343990602	"Discovery"
"T cell CD4- CD8-"	"Goblet cell middle villus"	-0.0885009737064961	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Goblet cell middle villus"	-0.180375098958589	"Discovery"
"T cell CD4+ memory"	"Goblet cell middle villus"	-0.192017466182535	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Goblet cell middle villus"	-0.191275186043104	"Discovery"
"T cell CD4+ Treg"	"Goblet cell middle villus"	-0.172094210563196	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Goblet cell middle villus"	-0.137332105349061	"Discovery"
"T cell CD8+ GZMK+"	"Goblet cell middle villus"	-0.174814318500604	"Discovery"
"T cell CD8+ tissue-resident"	"Goblet cell middle villus"	-0.194762901528339	"Discovery"
"T cell gd"	"Goblet cell middle villus"	-0.161601964379304	"Discovery"
"Tuft cell"	"Goblet cell middle villus"	0.215111423884464	"Discovery"
"B cell"	"Goblet cell top villus"	-0.0936289387454354	"Discovery"
"B cell activated"	"Goblet cell top villus"	-0.190343541330841	"Discovery"
"B cell germinal centre/plasmablasts"	"Goblet cell top villus"	-0.168218867594745	"Discovery"
"B cell memory (1)"	"Goblet cell top villus"	-0.173668415765216	"Discovery"
"B cell memory (2)"	"Goblet cell top villus"	-0.158666487392223	"Discovery"
"B cell naive"	"Goblet cell top villus"	-0.153907164166956	"Discovery"
"B cell plasma IgA (1)"	"Goblet cell top villus"	-0.0073860823894559	"Discovery"
"B cell plasma IgA (2)"	"Goblet cell top villus"	-0.0740680806375743	"Discovery"
"B cell plasma IgA (3)"	"Goblet cell top villus"	-0.108899551538282	"Discovery"
"Dendritic cell"	"Goblet cell top villus"	-0.108401524313739	"Discovery"
"Endocrine cell"	"Goblet cell top villus"	0.140998442156682	"Discovery"
"Endothelial cell"	"Goblet cell top villus"	-0.00632694079316184	"Discovery"
"Enterocyte middle villus (1)"	"Goblet cell top villus"	0.354147705677498	"Discovery"
"Enterocyte middle villus (2)"	"Goblet cell top villus"	0.278946078849973	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Goblet cell top villus"	0.26895775440438	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Goblet cell top villus"	0.201552933105096	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Goblet cell top villus"	0.277604656578999	"Discovery"
"Enterocyte top villus"	"Goblet cell top villus"	0.315360909140961	"Discovery"
"Enterocytes BEST4"	"Goblet cell top villus"	0.299046281982562	"Discovery"
"Fibroblast/Myofibroblasts"	"Goblet cell top villus"	-0.0643229981461517	"Discovery"
"Goblet cell crypt MKI67+"	"Goblet cell top villus"	0.376071472552422	"Discovery"
"Goblet cell middle villus"	"Goblet cell top villus"	0.699947759321286	"Discovery"
"Goblet cell top villus"	"Goblet cell top villus"	1	"Discovery"
"ILC1/NKs"	"Goblet cell top villus"	-0.122022911470248	"Discovery"
"ILC3"	"Goblet cell top villus"	-0.0930163010456368	"Discovery"
"Mac (1)"	"Goblet cell top villus"	-0.0602359091190257	"Discovery"
"Mac (2)"	"Goblet cell top villus"	-0.0866611166025023	"Discovery"
"Mac intermediate (1)"	"Goblet cell top villus"	-0.0515426126581598	"Discovery"
"Mac intermediate (2)"	"Goblet cell top villus"	-0.0294508129688959	"Discovery"
"Mast"	"Goblet cell top villus"	-0.062957607359045	"Discovery"
"Monocytes"	"Goblet cell top villus"	-0.0300706986873893	"Discovery"
"Paneth cell"	"Goblet cell top villus"	0.361813983082792	"Discovery"
"Pericytes"	"Goblet cell top villus"	-0.0560965019028511	"Discovery"
"Smooth muscle cell"	"Goblet cell top villus"	-0.0562093300144215	"Discovery"
"Stem cell LGR5+"	"Goblet cell top villus"	0.125112334538259	"Discovery"
"Stem cell MKI67+ (1)"	"Goblet cell top villus"	0.110185034704021	"Discovery"
"Stem cell MKI67+ (2)"	"Goblet cell top villus"	0.0895910347116805	"Discovery"
"T cell CD4 naive"	"Goblet cell top villus"	-0.153696931139825	"Discovery"
"T cell CD4 proliferating"	"Goblet cell top villus"	-0.159878948258239	"Discovery"
"T cell CD4- CD8-"	"Goblet cell top villus"	-0.0841889413810121	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Goblet cell top villus"	-0.152750656560144	"Discovery"
"T cell CD4+ memory"	"Goblet cell top villus"	-0.157048005021798	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Goblet cell top villus"	-0.160167166701102	"Discovery"
"T cell CD4+ Treg"	"Goblet cell top villus"	-0.141920477357786	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Goblet cell top villus"	-0.107123007609374	"Discovery"
"T cell CD8+ GZMK+"	"Goblet cell top villus"	-0.138563424926369	"Discovery"
"T cell CD8+ tissue-resident"	"Goblet cell top villus"	-0.166308676440327	"Discovery"
"T cell gd"	"Goblet cell top villus"	-0.139762756633528	"Discovery"
"Tuft cell"	"Goblet cell top villus"	0.163018996899408	"Discovery"
"B cell"	"ILC1/NKs"	0.0207532121819577	"Discovery"
"B cell activated"	"ILC1/NKs"	0.0223583980204717	"Discovery"
"B cell germinal centre/plasmablasts"	"ILC1/NKs"	0.0486241145220886	"Discovery"
"B cell memory (1)"	"ILC1/NKs"	0.094161761346787	"Discovery"
"B cell memory (2)"	"ILC1/NKs"	0.0850411385908093	"Discovery"
"B cell naive"	"ILC1/NKs"	0.108787764758019	"Discovery"
"B cell plasma IgA (1)"	"ILC1/NKs"	-0.0847906482130755	"Discovery"
"B cell plasma IgA (2)"	"ILC1/NKs"	-0.0439789939916179	"Discovery"
"B cell plasma IgA (3)"	"ILC1/NKs"	-0.047526882191203	"Discovery"
"Dendritic cell"	"ILC1/NKs"	0.0379149946351745	"Discovery"
"Endocrine cell"	"ILC1/NKs"	-0.114543630085563	"Discovery"
"Endothelial cell"	"ILC1/NKs"	-0.00845338786426568	"Discovery"
"Enterocyte middle villus (1)"	"ILC1/NKs"	-0.141747210238289	"Discovery"
"Enterocyte middle villus (2)"	"ILC1/NKs"	-0.143615610047941	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"ILC1/NKs"	-0.145488976280015	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"ILC1/NKs"	-0.140277533304071	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"ILC1/NKs"	-0.149369325252711	"Discovery"
"Enterocyte top villus"	"ILC1/NKs"	-0.133344672919084	"Discovery"
"Enterocytes BEST4"	"ILC1/NKs"	-0.10379356607479	"Discovery"
"Fibroblast/Myofibroblasts"	"ILC1/NKs"	-0.0603085604556721	"Discovery"
"Goblet cell crypt MKI67+"	"ILC1/NKs"	-0.121121662256448	"Discovery"
"Goblet cell middle villus"	"ILC1/NKs"	-0.13957886767877	"Discovery"
"Goblet cell top villus"	"ILC1/NKs"	-0.122022911470248	"Discovery"
"ILC1/NKs"	"ILC1/NKs"	1	"Discovery"
"ILC3"	"ILC1/NKs"	0.272030914973085	"Discovery"
"Mac (1)"	"ILC1/NKs"	0.0233646834562727	"Discovery"
"Mac (2)"	"ILC1/NKs"	-0.0112042617704274	"Discovery"
"Mac intermediate (1)"	"ILC1/NKs"	0.0687647620675338	"Discovery"
"Mac intermediate (2)"	"ILC1/NKs"	0.0263897397725567	"Discovery"
"Mast"	"ILC1/NKs"	0.0654629327010179	"Discovery"
"Monocytes"	"ILC1/NKs"	0.0326147811864279	"Discovery"
"Paneth cell"	"ILC1/NKs"	-0.158502126655184	"Discovery"
"Pericytes"	"ILC1/NKs"	-0.0406247262943526	"Discovery"
"Smooth muscle cell"	"ILC1/NKs"	-0.0517505369729023	"Discovery"
"Stem cell LGR5+"	"ILC1/NKs"	-0.128325566494144	"Discovery"
"Stem cell MKI67+ (1)"	"ILC1/NKs"	-0.126031141562	"Discovery"
"Stem cell MKI67+ (2)"	"ILC1/NKs"	-0.12007689669896	"Discovery"
"T cell CD4 naive"	"ILC1/NKs"	0.170358873616729	"Discovery"
"T cell CD4 proliferating"	"ILC1/NKs"	0.205241035573563	"Discovery"
"T cell CD4- CD8-"	"ILC1/NKs"	0.0954470097896271	"Discovery"
"T cell CD4+ CXCR6+ memory"	"ILC1/NKs"	0.343664448786083	"Discovery"
"T cell CD4+ memory"	"ILC1/NKs"	0.285690909957361	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"ILC1/NKs"	0.17915448695366	"Discovery"
"T cell CD4+ Treg"	"ILC1/NKs"	0.212049444400426	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"ILC1/NKs"	0.474780101932509	"Discovery"
"T cell CD8+ GZMK+"	"ILC1/NKs"	0.409733922000743	"Discovery"
"T cell CD8+ tissue-resident"	"ILC1/NKs"	0.368919150427939	"Discovery"
"T cell gd"	"ILC1/NKs"	0.512127796583017	"Discovery"
"Tuft cell"	"ILC1/NKs"	-0.0678224872724722	"Discovery"
"B cell"	"ILC3"	0.0175684341600569	"Discovery"
"B cell activated"	"ILC3"	-0.011188792861243	"Discovery"
"B cell germinal centre/plasmablasts"	"ILC3"	0.0166660002304429	"Discovery"
"B cell memory (1)"	"ILC3"	0.0639763649143014	"Discovery"
"B cell memory (2)"	"ILC3"	0.0570349920389099	"Discovery"
"B cell naive"	"ILC3"	0.0791356342607858	"Discovery"
"B cell plasma IgA (1)"	"ILC3"	-0.0621176785313484	"Discovery"
"B cell plasma IgA (2)"	"ILC3"	-0.0194144445755867	"Discovery"
"B cell plasma IgA (3)"	"ILC3"	-0.0210710967378265	"Discovery"
"Dendritic cell"	"ILC3"	0.0692246974736739	"Discovery"
"Endocrine cell"	"ILC3"	-0.0662953983543629	"Discovery"
"Endothelial cell"	"ILC3"	0.0318185846073829	"Discovery"
"Enterocyte middle villus (1)"	"ILC3"	-0.107213026248891	"Discovery"
"Enterocyte middle villus (2)"	"ILC3"	-0.112071451318953	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"ILC3"	-0.120912656931936	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"ILC3"	-0.121331042381433	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"ILC3"	-0.127525878548102	"Discovery"
"Enterocyte top villus"	"ILC3"	-0.098163339136525	"Discovery"
"Enterocytes BEST4"	"ILC3"	-0.072124966906415	"Discovery"
"Fibroblast/Myofibroblasts"	"ILC3"	-0.000675397837109483	"Discovery"
"Goblet cell crypt MKI67+"	"ILC3"	-0.117911324888337	"Discovery"
"Goblet cell middle villus"	"ILC3"	-0.110787288388219	"Discovery"
"Goblet cell top villus"	"ILC3"	-0.0930163010456368	"Discovery"
"ILC1/NKs"	"ILC3"	0.272030914973085	"Discovery"
"ILC3"	"ILC3"	1	"Discovery"
"Mac (1)"	"ILC3"	0.0440849832959927	"Discovery"
"Mac (2)"	"ILC3"	0.0211634516811407	"Discovery"
"Mac intermediate (1)"	"ILC3"	0.065593498912773	"Discovery"
"Mac intermediate (2)"	"ILC3"	0.0502612134543214	"Discovery"
"Mast"	"ILC3"	0.089292926007082	"Discovery"
"Monocytes"	"ILC3"	0.0261828874919324	"Discovery"
"Paneth cell"	"ILC3"	-0.129643548589286	"Discovery"
"Pericytes"	"ILC3"	0.00199575050779599	"Discovery"
"Smooth muscle cell"	"ILC3"	-0.00676737740691072	"Discovery"
"Stem cell LGR5+"	"ILC3"	-0.105781462379533	"Discovery"
"Stem cell MKI67+ (1)"	"ILC3"	-0.125802403117039	"Discovery"
"Stem cell MKI67+ (2)"	"ILC3"	-0.118123867238395	"Discovery"
"T cell CD4 naive"	"ILC3"	0.106806841744386	"Discovery"
"T cell CD4 proliferating"	"ILC3"	0.107813403614547	"Discovery"
"T cell CD4- CD8-"	"ILC3"	0.0751809749440337	"Discovery"
"T cell CD4+ CXCR6+ memory"	"ILC3"	0.292180332649202	"Discovery"
"T cell CD4+ memory"	"ILC3"	0.220689281906718	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"ILC3"	0.130742510876783	"Discovery"
"T cell CD4+ Treg"	"ILC3"	0.15905824703213	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"ILC3"	0.152662705725654	"Discovery"
"T cell CD8+ GZMK+"	"ILC3"	0.135172870771016	"Discovery"
"T cell CD8+ tissue-resident"	"ILC3"	0.183948606931283	"Discovery"
"T cell gd"	"ILC3"	0.23771927716114	"Discovery"
"Tuft cell"	"ILC3"	-0.0324890714357748	"Discovery"
"B cell"	"Mac (1)"	-0.00915330077976991	"Discovery"
"B cell activated"	"Mac (1)"	-0.0378037288267502	"Discovery"
"B cell germinal centre/plasmablasts"	"Mac (1)"	-0.0108733297029452	"Discovery"
"B cell memory (1)"	"Mac (1)"	0.029102523752928	"Discovery"
"B cell memory (2)"	"Mac (1)"	0.0120392329903435	"Discovery"
"B cell naive"	"Mac (1)"	0.0077152145268522	"Discovery"
"B cell plasma IgA (1)"	"Mac (1)"	-0.0850487131713056	"Discovery"
"B cell plasma IgA (2)"	"Mac (1)"	-0.0478675845083804	"Discovery"
"B cell plasma IgA (3)"	"Mac (1)"	-0.0510944502221236	"Discovery"
"Dendritic cell"	"Mac (1)"	0.39869165174388	"Discovery"
"Endocrine cell"	"Mac (1)"	-0.0669681660522263	"Discovery"
"Endothelial cell"	"Mac (1)"	0.0799448852991204	"Discovery"
"Enterocyte middle villus (1)"	"Mac (1)"	-0.0582051601099368	"Discovery"
"Enterocyte middle villus (2)"	"Mac (1)"	-0.0671884644551212	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Mac (1)"	-0.0696252643293971	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Mac (1)"	-0.0840208143950498	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Mac (1)"	-0.0638995749859564	"Discovery"
"Enterocyte top villus"	"Mac (1)"	-0.0543114843103789	"Discovery"
"Enterocytes BEST4"	"Mac (1)"	-0.0332296706714003	"Discovery"
"Fibroblast/Myofibroblasts"	"Mac (1)"	0.0338894259337612	"Discovery"
"Goblet cell crypt MKI67+"	"Mac (1)"	-0.0547503755974936	"Discovery"
"Goblet cell middle villus"	"Mac (1)"	-0.074469926883004	"Discovery"
"Goblet cell top villus"	"Mac (1)"	-0.0602359091190257	"Discovery"
"ILC1/NKs"	"Mac (1)"	0.0233646834562727	"Discovery"
"ILC3"	"Mac (1)"	0.0440849832959927	"Discovery"
"Mac (1)"	"Mac (1)"	1	"Discovery"
"Mac (2)"	"Mac (1)"	0.637629557563053	"Discovery"
"Mac intermediate (1)"	"Mac (1)"	0.600931692735212	"Discovery"
"Mac intermediate (2)"	"Mac (1)"	0.300458239205599	"Discovery"
"Mast"	"Mac (1)"	0.0650199282491915	"Discovery"
"Monocytes"	"Mac (1)"	0.153766659806558	"Discovery"
"Paneth cell"	"Mac (1)"	-0.119396517931971	"Discovery"
"Pericytes"	"Mac (1)"	0.00173626118491773	"Discovery"
"Smooth muscle cell"	"Mac (1)"	0.00618630955141705	"Discovery"
"Stem cell LGR5+"	"Mac (1)"	-0.108487327122028	"Discovery"
"Stem cell MKI67+ (1)"	"Mac (1)"	-0.0720183022015403	"Discovery"
"Stem cell MKI67+ (2)"	"Mac (1)"	-0.0745778622476855	"Discovery"
"T cell CD4 naive"	"Mac (1)"	-0.0803623280733453	"Discovery"
"T cell CD4 proliferating"	"Mac (1)"	-0.00800308207188175	"Discovery"
"T cell CD4- CD8-"	"Mac (1)"	-0.054740972005443	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Mac (1)"	0.00262461120583637	"Discovery"
"T cell CD4+ memory"	"Mac (1)"	-0.0344325609725771	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Mac (1)"	-0.0673064966735816	"Discovery"
"T cell CD4+ Treg"	"Mac (1)"	-0.00269465297174445	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Mac (1)"	0.0018710218585716	"Discovery"
"T cell CD8+ GZMK+"	"Mac (1)"	-0.0284751057777025	"Discovery"
"T cell CD8+ tissue-resident"	"Mac (1)"	-0.035576039220921	"Discovery"
"T cell gd"	"Mac (1)"	0.0109332819518265	"Discovery"
"Tuft cell"	"Mac (1)"	-0.0285637631659087	"Discovery"
"B cell"	"Mac (2)"	0.0736115111377427	"Discovery"
"B cell activated"	"Mac (2)"	-0.0373673283261203	"Discovery"
"B cell germinal centre/plasmablasts"	"Mac (2)"	-0.0211658145563607	"Discovery"
"B cell memory (1)"	"Mac (2)"	-0.0218349820429625	"Discovery"
"B cell memory (2)"	"Mac (2)"	-0.00751278115598074	"Discovery"
"B cell naive"	"Mac (2)"	-0.00308104093742486	"Discovery"
"B cell plasma IgA (1)"	"Mac (2)"	-0.00285076212250438	"Discovery"
"B cell plasma IgA (2)"	"Mac (2)"	-0.0195699107807462	"Discovery"
"B cell plasma IgA (3)"	"Mac (2)"	-0.0275856715764634	"Discovery"
"Dendritic cell"	"Mac (2)"	0.463815923204706	"Discovery"
"Endocrine cell"	"Mac (2)"	-0.0781686532202593	"Discovery"
"Endothelial cell"	"Mac (2)"	0.0615510692434352	"Discovery"
